-31.413892	-64.2243096
-34.8658972	-57.8888983
-32.9086	-68.8789631
-34.7498593	-58.4051101
-34.6585486	-58.6684298
0.0	0.0
-330001172.0	-606560439.0
-33.2054706	-62.6049679
-34.6293366	-58.4132106
-35.8486825	-62.0673896
-34.6312722	-58.4887257
-33.5032026	-60.0700908
0.0	0.0
-34.7861055	-58.317877
-34.940028	-57.9919666
0.0	0.0
-33.738895	-69.1215611
-34.7268921	-58.2653561
-33.2980201	-66.3176643
-32.372118	-61.0933494
-31.4262849	-64.1935011
-31.3781855	-64.1825971
-36.6199759	-64.2875046
-33.4781253	-60.2908794
0.0	0.0
-34.6148171	-58.6350591
-34.6512119	-58.3549738
-34.3277605	-58.7627026
-35.4509746	-60.8838685
0.0	0.0
-27.3761953	-55.9405848
-34.5784325	-58.4345757
-34.7374817	-58.3149935
-33.1574819	-59.3273377
-37.148672	-58.4886919
-58.40288	-58.40288
-33.3057755	-66.3391014
-27.739852	-64.2551615
-34.6544	-58.4168
-34.2939043	-60.255371
0.0	0.0
-34.6008	-58.4959
-314091044.0	-641881269.0
-34.6159559	-58.4333324
-34.567522	-58.4330564
-38.6855337	-62.2346035
-25.9439063	-60.6185895
-33.0833794	-68.4741878
-34.5671	-58.4361
0.0	0.0
-32.9005241	-60.6927354
-26.7921716	-65.2549504
0.0	0.0
-34.7357641	-58.297115
-34.5971798	-58.5446103
-313670704.0	-642835488.0
0.0	0.0
-313699806.0	-64147475.0
-34.6193	-58.4361
-32.9448024	-60.7195517
0.0	0.0
-27.43695	-59.0048529
-34.5995	-58.4397
-34.5638	-58.4599
-34.6949595	-58.4098575
0.0	0.0
-27.7850315	-64.2583769
-34.8045369	-58.4516374
-34.7431764	-58.3956449
-34.8946948	-57.9797817
-27.344471	-65.5928697
-34.5868185	-58.4108189
-26.820097	-65.2192877
-33.2065104	-62.6036924
-31.3143948	-64.4633523
-34.6405011	-60.4574246
-34.5977307	-58.4142708
0.0	0.0
-34.6179999	-58.3944244
-34.5897561	-58.4206791
-34.6151	-58.5262
-34.7511781	-58.2361701
-32.9611226	-60.6540702
-35.6627008	-63.7585246
-31.6097642	-60.6965715
-34.6586452	-58.6688755
-34.686089	-58.5321556
-32.9357617	-60.7299864
-32.9255051	-68.8603528
-323520086.0	-650183319.0
-34.4874182	-58.6184417
-34.5471694	-58.5046308
-34.8661383	-58.045498
0.0	0.0
-34.6008	-58.4959
-34.5024706	-58.5310529
-264040826.0	-546313496.0
-33.7450805	-61.9590179
-31.7786579	-63.8052404
-35.1241159	-60.4788936
-34.5854788	-58.5500881
-33.149682	-60.5142977
-34.72381	-58.252216
-34.5302076	-58.5266569
0.0	0.0
-34.1833794	-61.536511
-34.6165352	-68.3303683
-231324342.0	-643272827.0
-28.4681328	-65.7729486
-336854811.0	-654672144.0
-34.6169553	-58.5960516
-32.4323202	-63.7294619
-26.8302947	-65.2362469
-34.6119789	-58.3784355
-33.3447611	-60.2177315
-32.2408656	-63.984545
-34.567283	-59.1146439
